Primary_Key,School.Number,School.Year,School.Name,Official.School.Name,LEA.Number,LEA.Name,Name.Prefix.Description,Principal.First.Name,Principal.Middle.Name,Principal.Last.Name,Principal.Name.Suffix,Principal.Email,Address.Line1,Address.Line2,City,State,Zip.Code.5,Zip.Code.4,Address,Phone.Office.Area,Phone.Office.Exch,Phone.Office.Line,Phone.Fax.Area,Phone.Fax.Exch,Phone.Fax.Line,Phone,Mailing.Address.Line1,Mailing.Address.Line2,Mailing.City,Mailing.State,Mailing.Zip.Code.5,Mailing.Zip.Code.4,URL.School.Address,Sch.Operational.Status,Sch.Operational.Status.Desc,Opening.Effective.Date,Closing.Date,School.Type,School.Type.Desc,School.Program.Type,School.Program.Type.Desc,Grade.Level.Current,Grade.Level.Approved,Grade.Level.First.Year,Title.I,School.Calendar.Type,School.Calendar.Description,Extended.Hours,School.Schedule.Type,School.Schedule.Type.Desc,School.Designation.Type,School.Designation.Desc,Virtual.Status,SBE.Region,SBE.Region.Names,Accreditation.Status,Accreditation.Status.Desc,Federal.School.Number,College.Board.Number,School.Membership,School.Year.For.Sch.Membership,School.Teacher.Count,School.Year.For.Teachers,Cooperative.Innovative.HS,Cooperative.MMYYYY.SBE.Approve,First.Yr.Est.ADM,First.Yr.Est.Paid.Teacher.FTE,Newly.Constructed.Facility,Occupancy.Date,What.Facility.Will.Sch.Occupy,Share.Space,Share.Space.Describe,New.Sch.Population.From,List.Of.Closing.Schools,County.Code,County.Description,Opening.In.School.Year,Locale.Type,Locale.Type.Desc,School.Closings.,School.Systartstatus,Record.Created.Timestamp,Record.Created.By,Last.Changed.Timestamp,Last.Changed.By,latitude,longitude
6005962025,600596,2025,Esperanza Global Academy,Esperanza Global Academy,600,Charlotte-Mecklenburg Schools,-,Angela,-,Grant,Angela Grant,p596@cms.k12.nc.us,5932 Farm Pond Lane,-,Charlotte,NC,28212,-,"5932 Farm Pond Lane Charlotte, NC 28212",-,-,-,-,-,-,- ---,-,-,-,-,-,-,-,1,Open,1-Jul-23,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04,P2:P3:PK:KG:01:02:03:04:05,KG:01:02:03:04,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,N,-,500,33,Y,28-Aug-23,-,N,-,School 600300 - Albemarle Road Elementary :School 600424 - Idlewild Elementary :School 600589 - Winterfield Elementary :School 600303 - Charlotte East Language Academy,-,60,Mecklenburg,2024,11,"City, Large",N,-,11-03-2022 01:50PM,carol_gaston,05-22-2024 12:27PM,christine_clark1,35.19679628,-80.73948339
6005972025,600597,2025,Elbert Edwin Waddell High School,Elbert Edwin Waddell High School,600,Charlotte-Mecklenburg Schools,-,Alejandra,-,Garcia,Alejandra Garcia,p597@cms.k12.nc.us,7030 Nations Ford Rd,-,Charlotte,NC,28217,-,"7030 Nations Ford Rd Charlotte, NC 28217",-,-,-,-,-,-,- ---,-,-,-,-,-,-,-,1,Open,1-Jul-23,-,V,Vocational Education,M,Magnet,9:10,09:10:11:12,9:10,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,652035,-,-,-,-,N,-,500,36,N,-,Waddell High School building on Nations Ford Rd - Old number 376,Y,The school will be sharing with the Virtual School PLC which are under separate numbers and in the Waddell High School Building - old number 376,School 600302 - Ardrey Kell High School :School 600361 - Butler High School :School 600377 - East Mecklenburg High School :School 600397 - Garinger High School :School 600405 - Harding University High School :School 600426 - Independence High School :School 600592 - Julius L. Chambers High School :School 600445 - Mallard Creek High School :School 600466 - Myers Park High School :School 600327 - Palisades High School :School 600490 - Olympic High School :School 600496 - Phillip O Berry Academy of Technology :School 600508 - Providence High School :School 600457 - Rocky River High School :School 600535 - South Mecklenburg High School :School 600576 - West Charlotte High School :School 600579 - West Mecklenburg High School :School 600312 - William Amos Hough High,-,60,Mecklenburg,2024,11,"City, Large",N,-,11-22-2022 02:19PM,carol_gaston,04-24-2024 02:18PM,shannon_miller1,35.15470808,-80.89734596
6005982025,600598,2025,Turning Point Middle,Turning Point Middle,600,Charlotte-Mecklenburg Schools,-,Walter,A.,Clyburn,Walter Clyburn,p598@cms.k12.nc.us,2300 W Sugar Creek Rd,-,Charlotte,NC,28262,-,"2300 W Sugar Creek Rd Charlotte, NC 28262",980,343,5681,980,343,924,980 343-5681,-,-,-,-,-,-,-,1,Open,1-Jul-23,-,A,Alternative Education,N,None,6:07:08,6:07:08,6:07:08,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,N,-,125,10,N,-,Previous School Site where previous program was housed - Performance Learning Center,N,-,"School 600301 - Albemarle Road Middle :School 600399 - Alexander Graham Middle :School 600311 - Ashley Park PreK-8 School :School 600313 - Bailey Middle :School 600319 - Berryhill School :School 600333 - Carmel Middle :School 600345 - Community House Middle :School 600353 - Crestdale Middle :School 600357 - Davidson K-8 School :School 600374 - Druid Hills Academy :School 600381 - Eastway Middle :School 600394 - Francis Bradley Middle :School 600429 - Gov's Village STEM (Upper) :School 600305 - J. M. Alexander Middle :School 600428 - James Martin Middle :School 600431 - Jay M. Robinson Middle :School 600434 - Kennedy Middle :School 600366 - Marie G Davis School :School 600448 - Martin Luther King, Jr Middle :School 600450 - McClintock Middle :School 600455 - Mint Hill Middle :School 600479 - Northeast Middle :School 600481 - Northridge Middle :School 600509 - Quail Hollow Middle :School 600514 - Ranson Middle :School 600518 - Ridge Road Middle :School 600520 - Sedgefield Middle :School 600537 - South Charlotte Middle :School 600538 - Southwest Middle School :School 600574 - Walter G. Byers School :School 600317 - Whitewater Middle :School 600583 - Wilson STEM Academy :School 600341 - Cochrane Collegiate Academy :School 600462 - Mountain Island Lake Academy :School 600515 - Renaissance West STEAM Academy :School 600439 - Turning Point Academy",-,60,Mecklenburg,2024,11,"City, Large",N,-,07-20-2023 10:48AM,carol_gaston,04-24-2024 02:18PM,shannon_miller1,35.29383599,-80.79715006
60B0002025,60B000,2025,Sugar Creek Charter,Sugar Creek Charter,60B,Sugar Creek Charter,Ms,Cheryl,-,Turner,Cheryl Turner,Turner.Cheryl@thesugarcreek.org,4101 N Tryon Street,-,Charlotte,NC,28206,-,"4101 N Tryon Street Charlotte, NC 28206",704,509,5470,704,921,1004,704 509-5470,-,-,-,-,-,-,http://www.thesugarcreek.org/,1,Open,28-Jun-99,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,Y,Year Round,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,08-16-2017 01:42PM,cheryl_turner,35.257073,-80.79724299
60D0002025,60D000,2025,Lake Norman Charter,Lake Norman Charter,60D,Lake Norman Charter,-,Shannon,-,Stein,Shannon Stein,sstein@lncharter.org,12435 Old Statesville Road,-,Huntersville,NC,28078,-,"12435 Old Statesville Road Huntersville, NC 28078",704,948,8600,704,948,8778,704 948-8600,-,-,-,-,-,-,http://www.lncharter.org,1,Open,30-Jun-98,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,ST,State,3.70E+11,341922,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,08-16-2022 11:28AM,hayley_wilson,35.38956475,-80.83491423
60F0002025,60F000,2025,Metrolina Reg Scholars Academy,Metrolina Regional Scholars Academy,60F,Metrolina Regional Scholars Academy,Ms,Ari,-,PIeper,Ari PIeper,Director@scholarsacademy.org,5225 Seventy-Seven Center Dr,-,Charlotte,NC,28217,-,"5225 Seventy-Seven Center Dr Charlotte, NC 28217",704,503,1112,704,503,1183,704 503-1112,-,-,-,-,-,-,http://www.scholarsacademy.org,1,Open,30-Jun-00,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,-,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,09-23-2021 12:24PM,ari_pieper,35.16908449,-80.8864708
60G0002025,60G000,2025,Queen's Grant Community School,Queen's Grant Community School,60G,Queen's Grant Community School,-,Krista,-,Tolchin,Krista Tolchin,43.ktolchin@nhaschools.com,6400 Matthews Mint Hill Road,-,Mint Hill,NC,28227,-,"6400 Matthews Mint Hill Road Mint Hill, NC 28227",704,573,6611,704,943,2395,704 573-6611,-,-,-,-,-,-,http://www.queensgrantcommunityschool.org/,1,Open,30-Jun-02,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,C,Charter,SUPPVIRTUAL,6,Southwest,ST,State,3.70E+11,340643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,04-08-2018 03:44PM,mary_ramsey,35.16749974,-80.66538689
60I0002025,60I000,2025,Community School of Davidson,Community School of Davidson,60I,Community School of Davidson,Mr,Craig,-,Smith,Craig Smith,cssmith@csdspartans.org,404 Armour Street,-,Davidson,NC,28036,-,"404 Armour Street Davidson, NC 28036",704,897,8061,704,896,2025,704 897-8061,-,-,-,-,-,-,http://www.csdspartans.org,1,Open,1-Jul-04,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,-,-,T,Traditional,-,Q,Quarterly,C,Charter,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,21,"Suburb, Large",-,1,04-23-2010 02:49PM,EDDIE,09-16-2020 12:35PM,erika_bowen,35.50730336,-80.85303023
60J0002025,60J000,2025,Socrates Academy,Socrates Academy,60J,Socrates Academy,Ms,Vanessa,-,Baker,Vanessa  Baker,vbaker@socratesacademy.us,3909 Weddington Rd,-,Matthews,NC,28105,-,"3909 Weddington Rd Matthews, NC 28105",704,321,1711,704,321,1714,704 321-1711,-,-,-,-,-,-,http://www.socratesacademy.us,1,Open,2-Jul-05,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,Q,Quarterly,C,Charter,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,07-18-2024 10:04AM,vanessa_baker1,35.07305975,-80.72948898
60K0002025,60K000,2025,Charlotte Secondary,Charlotte Secondary School,60K,Charlotte Secondary School,-,Johannah,-,Miller,Johannah Miller,johannah.miller@charlottesecondary.org,8601 McAlpine Park Dr,-,Charlotte,NC,28211,-,"8601 McAlpine Park Dr Charlotte, NC 28211",704,295,137,704,295,156,704 295-137,-,-,-,-,-,-,http://www.charlottesecondary.org,1,Open,2-Jul-07,-,R,Regular School,N,None,06:07:08:09:10:11:12,06:07:08:09:10:11:12,-,-,T,Traditional,-,S,Semester,C,Charter,SUPPVIRTUAL,6,Southwest,-,-,3.70E+11,340766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 12:00AM,EDDIE,04-10-2018 12:29PM,donna_garrison,35.15330756,-80.74970871
60L0002025,60L000,2025,KIPP Charlotte,KIPP Charlotte,60L,KIPP: Charlotte,-,Tim,-,Saintsing,Tim Saintsing,charlotteadmin@kippnc.org,931 Wilann Dr,-,Charlotte,NC,28215,-,"931 Wilann Dr Charlotte, NC 28215",704,537,2044,704,537,2855,704 537-2044,-,-,-,-,-,-,https://kippnc.org/our-schools/kipp-charlotte/,1,Open,2-Jul-07,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,-,T,Traditional,-,Q,Quarterly,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,-,11,"City, Large",-,1,04-23-2010 02:49PM,EDDIE,06-02-2022 02:34PM,gray_visco3,35.24982668,-80.76647175
60M0002025,60M000,2025,Corvian Community School,Corvian Community School,60M,Corvian Community School,Mrs,Nicki,-,Sinclair,Nicki Sinclair,nicki.sinclair@corvian.org,4041 Johnston Oehler Road,-,Charlotte,NC,28269,-,"4041 Johnston Oehler Road Charlotte, NC 28269",704,717,7550,704,496,2107,704 717-7550,-,-,-,-,-,-,http://www.corvian.org,1,Open,1-Jul-12,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03,-,T,Traditional,-,-,-,C,Charter,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2013,11,"City, Large",-,-,05-10-2012 11:31AM,nicola_lefler,07-01-2021 09:53AM,stacey_haskell,35.36535648,-80.77383283
60N0002025,60N000,2025,American Leadership Academy Charlotte,American Leadership Academy Charlotte,60N,ALA Charlotte,Mrs,Carmie,-,Green,Carmie Green,carmi.green@alacharlotte.org,8000 Robinson Church Road,-,Charlotte,NC,28215,-,"8000 Robinson Church Road Charlotte, NC 28215",704,595,3012,704,919,5462,704 595-3012,-,-,-,-,-,-,www.alaschools.org/charlotte-k-6,1,Open,1-Jul-13,-,R,Regular School,N,None,KG:01:02:03:04:05:06,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03,-,T,Traditional,-,Q,Quarterly,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2014,11,"City, Large",-,-,03-12-2013 01:56PM,nicola_lefler,03-21-2024 10:22PM,justin_conner3,35.23535242,-80.70251849
60S0002025,60S000,2025,Bradford Preparatory School,Bradford Preparatory School,60S,Bradford Preparatory School,-,Stephen,-,Gay,Stephen Gay,stephen.gay@bradfordprep.org,2502 Salome Church Rd,-,Charlotte,NC,28262,-,"2502 Salome Church Rd Charlotte, NC 28262",704,549,80,704,549,85,704 549-80,-,-,-,-,-,-,http://www.bradfordprep.org,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08,-,T,Traditional,-,S,Semester,C,Charter,SUPPVIRTUAL,6,Southwest,ST,State,3.70E+11,340776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,03-26-2023 09:37PM,stephen_gay1,35.34476614,-80.72186819
60U0002025,60U000,2025,Commonwealth High,Commonwealth High School,60U,Commonwealth High School,Ms,Tamara,-,Wynn,Tamara Wynn,Tamara.Wynn@als-education.com,5112 Central Ave,-,Charlotte,NC,28205,-,"5112 Central Ave Charlotte, NC 28205",704,899,4998,704,469,4661,704 899-4998,-,-,-,-,-,-,http://commonwealthhs.com/,1,Open,1-Jul-14,-,A,Alternative Education,N,None,09:10:11:12,09:10:11:12,09:10:11:12,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340767,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,10-26-2015 10:49PM,emily_booker,35.21067888,-80.75882808
60Y0002025,60Y000,2025,Pioneer Springs Community School,Pioneer Springs Community School,60Y,Pioneer Springs Community School,-,Rebecca,-,Friend,Rebecca Friend,beckyf@pioneersprings.org,9232 Bob Beatty Rd.,-,Charlotte,NC,28269,-,"9232 Bob Beatty Rd. Charlotte, NC 28269",704,494,777,980,920,1900,704 494-777,PO Box 480537,-,Charlotte,NC,28269,-,http://www.pioneersprings.org,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,197950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,02-14-2024 09:51AM,glenda_cheek1,35.34672053,-80.82328834
60Z0002025,60Z000,2025,Niner University Elementary,Niner University Elementary School,60Z,Niner University Elementary School,-,Pamela,Tanner,Broome,Pamela Broome,pamela.broome@charlotte.edu,2414 Lester Street,-,Charlotte,NC,28208,-,"2414 Lester Street Charlotte, NC 28208",980,343,733,980,343,734,980 343-733,-,-,-,-,-,-,https://nue.charlotte.edu/,1,Open,1-Jul-20,-,R,Regular School,N,None,KG:01:02:03:04:05,KG:01:02:03:04:05,KG:01:02,-,T,Traditional,-,S,Semester,L,Laboratory,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2020,11,"City, Large",-,-,01-04-2019 11:06AM,nicola_lefler,07-05-2023 09:20AM,pamela_broome,35.20383792,-80.90131937
6103202025,610320,2025,Gouge Primary,Gouge Primary,610,Mitchell County Schools,Ms,Amber,-,Young,Amber Young,amberyoung@mhslive.net,134 Laurel Street,-,Bakersville,NC,28705,-,"134 Laurel Street Bakersville, NC 28705",828,766,2260,828,688,9344,828 766-2260,-,-,-,-,-,-,https://www.mcsnc.org/o/ges,1,Open,30-Jun-90,-,R,Regular School,N,None,PK:KG:01:02,KG:01:02,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,7,Northwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,Mitchell,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,07-10-2024 10:05AM,shana_cook,36.01327364,-82.15202971
6103222025,610322,2025,Greenlee Primary,Greenlee Primary,610,Mitchell County Schools,Mr,Rodney,-,Smith,Rodney Smith,rsmith@mhslive.net,2206 Carters Ridge Road,-,Spruce Pine,NC,28777,-,"2206 Carters Ridge Road Spruce Pine, NC 28777",828,766,9562,828,766,9566,828 766-9562,-,-,-,-,-,-,https://www.mcsnc.org/o/gps,1,Open,30-Jun-00,-,R,Regular School,N,None,PK:KG:01:02,PK:KG:01:02,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,7,Northwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,Mitchell,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,01-19-2024 12:04PM,shana_cook,35.88209039,-82.05337887
6103332025,610333,2025,Mitchell Elementary School,Mitchell Elementary School,610,Mitchell County Schools,Mrs,Kristie,-,Autrey,Kristie Autrey,kautrey@mhslive.net,5035 S 226 Hwy Ste A,-,Bakersville,NC,28705,-,"5035 S 226 Hwy Ste A Bakersville, NC 28705",828,766,2070,-,-,-,828 766-2070,-,-,-,-,-,-,https://www.mcsnc.org/o/mes,3,New,1-Jul-24,-,R,Regular School,N,None,3:04:05,3:04:05,3:04:05,-,T,Traditional,-,B,Block,P,Public,NOTVIRTUAL,7,Northwest,-,-,3.70E+11,-,-,-,-,-,N,-,350,28,Y,6-Jan-25,-,Y,"New Construction - Mitchell Middle School - gym, cafeteria, media center",School 610302 - Bowman Middle :School 610310 - Deyton Elementary :School 610320 - Gouge Elementary,School 610302 - Bowman Middle :School 610310 - Deyton Elementary,61,Mitchell,2025,-,-,Y,-,10-31-2023 01:47PM,jennifer_gregory,07-10-2024 10:09AM,shana_cook,36.02166886,-82.22141522
6103342025,610334,2025,Mitchell High,Mitchell High,610,Mitchell County Schools,Mr,Cole,-,Chester,Cole Chester,cchester@mhslive.net,416 Ledger School Rd,-,Bakersville,NC,28705,-,"416 Ledger School Rd Bakersville, NC 28705",828,766,3400,828,688,4847,828 766-3400,-,-,-,-,-,-,https://www.mcsnc.org/o/mhs,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12,09:10:11:12:XG,-,-,T,Traditional,-,B,Block,P,Public,NOTVIRTUAL,7,Northwest,SA,SACS,3.70E+11,340220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,Mitchell,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,01-19-2024 12:08PM,shana_cook,35.96945225,-82.11777912
6103352025,610335,2025,Mitchell Middle School,Mitchell Middle School,610,Mitchell County Schools,-,Jason,-,Hall,Jason Hall,jasonhall@mhslive.net,5035 S 226 Hwy Ste B,-,Bakersville,NC,28705,-,"5035 S 226 Hwy Ste B Bakersville, NC 28705",828,766,3370,-,-,-,828 766-3370,-,-,-,-,-,-,https://www.mcsnc.org/o/mms,3,New,1-Jul-24,-,R,Regular School,N,None,6:07:08,6:07:08,6:07:08,-,T,Traditional,-,B,Block,P,Public,NOTVIRTUAL,7,Northwest,-,-,3.70E+11,-,-,-,-,-,N,-,375,32,Y,6-Jan-25,-,Y,"New Construction - Mitchell Elementary School - gym, cafeteria, media center",School 610302 - Bowman Middle :School 610326 - Harris Middle,School 610302 - Bowman Middle :School 610326 - Harris Middle,61,Mitchell,2025,-,-,Y,-,10-31-2023 02:33PM,jennifer_gregory,07-10-2024 10:09AM,shana_cook,36.02166886,-82.22141522
61J0002025,61J000,2025,Lakeside Charter Academy,Lakeside Charter Academy,61J,Lakeside Charter Academy,Mr,Wayne,-,Muhammad,Wayne Muhammad,w.muhammad@lakesidecharteracademy.com,17609 Old Statesville Rd,-,Cornelius,NC,28031,-,"17609 Old Statesville Rd Cornelius, NC 28031",704,896,9500,833,471,3599,704 896-9500,-,-,-,-,-,-,http://www.lakesidecharteracademy.com,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,05-12-2023 01:13PM,jim_montague,35.45118585,-80.84325964
61K0002025,61K000,2025,United Community School,United Community School,61K,United Community School,Mrs,Erika,-,Hedgepeth,Erika Hedgepeth,erika@UCSnc.org,1406 Suther Road,-,Charlotte,NC,28213,-,"1406 Suther Road Charlotte, NC 28213",980,819,555,980,819,663,980 819-555,-,-,-,-,-,-,http://www.ucsnc.org,1,Open,1-Jul-14,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03,-,M,Modified,-,Q,Quarterly,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,07-10-2020 12:08PM,timothy_hedgepeth,35.30056392,-80.7278577
61L0002025,61L000,2025,Stewart Creek High,Stewart Creek High School,61L,Stewart Creek High School,Ms,Sabrina,-,Johnson,Sabrina  Johnson,sabrina.johnson@als-education.com,2701-F Freedom Dr,-,Charlotte,NC,28208,-,"2701-F Freedom Dr Charlotte, NC 28208",980,500,3731,704,391,3720,980 500-3731,-,-,-,-,-,-,http://stewartcreekhs.com/,1,Open,1-Jul-15,-,A,Alternative Education,N,None,09:10:11:12,09:10:11:12,09:10:11:12,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2015,11,"City, Large",-,-,01-15-2014 12:00AM,nicola_lefler,06-05-2024 01:56PM,tleowynn26,35.23795217,-80.8833663
61M0002025,61M000,2025,Charlotte Lab School,Charlotte Lab School,61M,Charlotte Lab School,Dr,Mary,-,Moss,Mary  Moss,mmoss@charlottelabschool.org,2045 Suttle Avenue,-,Charlotte,NC,28208,-,"2045 Suttle Avenue Charlotte, NC 28208",704,464,3830,-,-,-,704 464-3830,-,-,-,-,-,-,http://www.charlottelabschool.org/,1,Open,1-Jul-15,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,340158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2016,11,"City, Large",-,-,01-13-2015 11:03AM,nicola_lefler,07-06-2023 04:52PM,catherine_malone,35.22675906,-80.8712436
61N0002025,61N000,2025,TMSA Charlotte,The Math and Science Academy of Charlotte,61N,The Math and Science Academy of Charlott,Mr,Eray,-,Idil,Eray Idil,eidil@tmsapcs.org,9108 Mallard Creek Rd.,-,Charlotte,NC,28262,-,"9108 Mallard Creek Rd. Charlotte, NC 28262",980,321,7744,980,321,7745,980 321-7744,-,-,-,-,-,-,http://www.tmsacharlotte.org/,1,Open,1-Jul-15,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06,-,T,Traditional,-,S,Semester,C,Charter,NOTVIRTUAL,6,Southwest,ST,State,3.70E+11,340148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2016,11,"City, Large",-,-,01-13-2015 11:08AM,nicola_lefler,04-05-2023 12:46PM,akaplan_tmsa,35.32666899,-80.77312835
61P0002025,61P000,2025,"VERITAS Community School, CFA",VERITAS Community School: A Challenge Foundation Academy,61P,VERITAS Community School,Ms,Kristi,-,Washington,Kristi Washington,kwashington@veritascommunityschool.org,2600 Grimes Street,-,Charlotte,NC,28206,-,"2600 Grimes Street Charlotte, NC 28206",980,677,101,704,228,3028,980 677-101,-,-,-,-,-,-,http://veritascommunityschool.org,1,Open,1-Jul-15,31-Aug-24,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,KG:01:02:03,-,T,Traditional,-,Q,Quarterly,C,Charter,NOTVIRTUAL,6,Southwest,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,Mecklenburg,2016,11,"City, Large",-,-,01-13-2015 11:18AM,nicola_lefler,07-18-2024 12:59PM,shannon_miller1,35.25196825,-80.82318084
