SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Next Generation Academy,5853 Crepe Myrtle dr,Hope Mills,NC,28348,"5853 Crepe Myrtle dr Hope Mills, NC 28348",215 Coates Road,Linden,NC,28356,(910) 984-1140,wegotnextgen@gmail.com,NA,Lakeisha Renea Pipkin,34.982869,-78.91097168
North Hills Christian School,2970 W. Innes Street,Salisbury,NC,28144,"2970 W. Innes Street Salisbury, NC 28144",2970 W. Innes Street,Salisbury,NC,28144,(704) 636-3005,sparrish@northhillschristian.com,www.northhillschristian.com,Maria  Lowder,35.70080607,-80.48195456
North Kannapolis Christian Acad,312 Locust Street,Kannapolis,NC,28081,"312 Locust Street Kannapolis, NC 28081",312 Locust Street,Kannapolis,NC,28081,(404) 824-4528,nkchristianacademy@gmail.com,www.nkchristianacademy.org,Dr. Keith  Pisani,35.51054139,-80.61995779
North Raleigh Christian Academy,7300 Perry Creek Road,Raleigh,NC,27616,"7300 Perry Creek Road Raleigh, NC 27616",7300 Perry Creek Road,Raleigh,NC,27616,(919) 573-7900,sdial@nrcaknights.com,nrcaknights.com,Dr. Kevin  Mathes,35.8783481,-78.54413412
North Shore Academy,1355 NC Hwy 210,Sneads Ferry,NC,28460,"1355 NC Hwy 210 Sneads Ferry, NC 28460",1355 NC Hwy 210,Sneads Ferry,NC,28460,(910) 327-7000,admin@wearensa.com,www.wearensa.com,Mrs. Vanessa  Sapp,34.52374607,-77.4353332
Northeast Academy,210 E. Church Street,Lasker,NC,27845,"210 E. Church Street Lasker, NC 27845",210 E. Church Street,Lasker,NC,27845,(252) 539-2461,wanda.trevino.nea@gmail.com,www.northeasteaglesnc.com,Mrs. Wanda  Briggs-Trevino,36.35023129,-77.30423711
Northside Christian Academy,333 Jeremiah Boulevard,Charlotte,NC,28262,"333 Jeremiah Boulevard Charlotte, NC 28262",333 Jeremiah Blvd,Charlotte,NC,28262,(704) 602-2229,danielle.phillips@ncacharlotte.com,www.ncaknights.com,Dr. Danielle  Phillips,35.28424969,-80.78485736
Northside School of Christian Leadership,2501 N. College Road,Wilmington,NC,28405,"2501 N. College Road Wilmington, NC 28405",2501 N COLLEGE RD,WILMINGTON,NC,28405,(910) 791-6295,gpleasant@nsclwilm.org,www.nsclwilm.org,Frederick (Glenn) Pleasant,34.29260308,-77.87286185
Northview Baptist Academy,7455 Ramsey Street,Fayetteville,NC,28311,"7455 Ramsey Street Fayetteville, NC 28311",7459 Ramsey Street,Fayetteville,NC,28311,(910) 488-4748,nbaoffice28311@gmail.com,www.northviewbaptistchurch.org,Pastor Robert  Bryant,35.1944254,-78.84968737
Northwood Temple Academy,4200 Ramsey Street,Fayetteville,NC,28311,"4200 Ramsey Street Fayetteville, NC 28311",4200 Ramsey Street,Fayetteville,NC,28311,(910) 822-7711,info@ntaeagles.org,www.ntaeagles.com,Mrs. Renee  McLamb,35.11701537,-78.87991881
Oak City Academy,1100 Benson Rd,Garner,NC,27529,"1100 Benson Rd Garner, NC 27529",1100 Benson Rd,Garner,NC,27529,(919) 815-7742,dbreed@oakcityacademy.org,www.oakcityacademy.org,Mr. Danny  Breed,35.69544545,-78.60894708
Oak Level Baptist Academy,1569 Oak Level Church Road,Stokesdale,NC,27357,"1569 Oak Level Church Road Stokesdale, NC 27357",1569 Oak Level Church Road,Stokesdale,NC,27357,(336) 643-9288,olbaconquerors@gmail.com,www.oaklevelbaptistchurch.org,Mr. Clay  Walker,36.26038576,-80.00963141
Oak Ridge Military Academy,2317 Oak Ridge Road,Oak Ridge,NC,27310,"2317 Oak Ridge Road Oak Ridge, NC 27310",2317 Oak Ridge Road,Oak Ridge,NC,27310,(336) 643-4131,academic.dean@oakridgemilitary.com,www.oakridgemilitary.com,Dr. Steve  Wilson,36.17420383,-79.9879452
Oakwood School,4000 MacGregor Downs Road,Greenville,NC,27834,"4000 MacGregor Downs Road Greenville, NC 27834",4000 MacGregor Downs Road,Greenville,NC,27834,(252) 931-0760,cbarker@theoakwoodschool.org,www.theoakwoodschool.org,Mr. Dan  Quesnel,35.6214177,-77.45010227
Odyssey Community School,90 Zillicoa St.,Asheville,NC,28801,"90 Zillicoa St. Asheville, NC 28801",90 Zillicoa St.,Asheville,NC,28801,(828) 259-3653,ehoward@odysseycommunity.org,www.odysseycommunity.org,Eric  Howard,35.60992529,-82.56799258
Omni Montessori School,9536 Blakeney-Heath Road,Charlotte,NC,28277,"9536 Blakeney-Heath Road Charlotte, NC 28277",9536 Blakeney Heath Road,Charlotte,NC,28277,(704) 541-1326,cindy.curry@omni-montessori.org,www.omni-montessori.org,Cindy  Curry,35.03746025,-80.81306096
One World Montessori  LLC,325 Blue Creek School Rd,Jacksonville,NC,28540,"325 Blue Creek School Rd Jacksonville, NC 28540",325 Blue Creek School Rd.,Jacksonville,NC,28540,(910) 333-8060,oneworldmontessori2019@gmail.com,www.oneworldnc.com,April  Kennedy,34.74972906,-77.47485149
One7 International Academy,2223 Eastway Dr.,Charlotte,NC,28205,"2223 Eastway Dr. Charlotte, NC 28205",2223 Eastway Dr.,Charlotte,NC,28205,(812) 447-2062,sydney@one7.org,one7.org,Kate  Monroy,35.22664841,-80.77628294
Onslow Christian Academy,1351 Pony Farm Road,Jacksonville,NC,28540,"1351 Pony Farm Road Jacksonville, NC 28540",1351 Pony Farm Road,Jacksonville,NC,28540,(910) 347-2000,pmayer@budgetblinds.com,N/A,Rev. Doug  Nobles,34.78297988,-77.51349998
Open Door School,4584 Reedy Branch Road,Winterville,NC,28590,"4584 Reedy Branch Road Winterville, NC 28590",4584 Reedy Branch Road,Winterville,NC,28590,(252) 321-1163,heatherfleming@opendooreducation.com,www.opendooreducation.com,Heather  Fleming,35.54117733,-77.41388938
Our Lady of Assumption Cath Sch,4225 Shamrock Drive,Charlotte,NC,28215,"4225 Shamrock Drive Charlotte, NC 28215",4225 Shamrock Drive,Charlotte,NC,28215,(704) 531-0067,TSKulp@olaschool.net,www.olacatholic.org,Tyler  Kulp,35.23087826,-80.75340119
Our Lady of Grace Catholic Sch,201 South Chapman Street,Greensboro,NC,27403,"201 South Chapman Street Greensboro, NC 27403",201 S. Chapman Street,Greensboro,NC,27403,(336) 275-1522,olgschool@olgsch.org,www.olgsch.org,Catherine  Rusch,36.07318525,-79.82244373
Our Lady of Lourdes Catholic Sch,2710 Overbrook Drive,Raleigh,NC,27608,"2710 Overbrook Drive Raleigh, NC 27608",2710 Overbrook Drive,Raleigh,NC,27608,(919) 861-4610,jleblanc@olls.org,www.olls.org,Mrs. Jannine  LeBlanc,35.81850617,-78.6344615
Our Lady of Mercy Catholic Sch,1730 Link Road,Winston Salem,NC,27103,"1730 Link Road Winston Salem, NC 27103",1730 Link Road,Winston Salem,NC,27103,(336) 722-7204,mevans@ourladyofmercyschool.org,www.ourladyofmercyschool.org,Sister Geri  Rogers,36.07085668,-80.2613722
Our Lady Perpetual Help Cath Sch,315 Hammond Street,Rocky Mount,NC,27804,"315 Hammond Street Rocky Mount, NC 27804",315 Hammond Street,Rocky Mount,NC,27804,(252) 972-1971,schooloffice@olphrm.com,www.olphrm.com,Judy  Lutz,35.93903567,-77.80052912
Our Playhouse Preschool & Kindergarten,2400 University Drive,Durham,NC,27707,"2400 University Drive Durham, NC 27707",2400 University Drive,Durham,NC,27707,(919) 967-2700,liz@ourplayhousepreschool.com,https://www.ourplayhousepreschool.com,Jay  Sunde,35.97600934,-78.92179858
Outreach Christian Academy,440 Battley Dairy Road,Hamlet,NC,28345,"440 Battley Dairy Road Hamlet, NC 28345",440 Battley Dairy Road,Hamlet,NC,28345,(910) 995-3547,wanda.k.taylor@icloud.com,NA,Pastor Marvin  Taylor,34.87611607,-79.74177472
Park Ridge Christian School,312 Park Ridge Road,Albemarle,NC,28001,"312 Park Ridge Road Albemarle, NC 28001",312 Park Ridge Road,Albemarle,NC,28001,(704) 982-9798,parkridgechristianschool@gmail.com,www.parkridgechristianschool.org,Mrs. Starr S. Wagoner,35.37019628,-80.19323842
Parkway Christian School,3 Campground Road,Asheville,NC,28805,"3 Campground Road Asheville, NC 28805",3 Campground Road,Asheville,NC,28805,(828) 299-7030,parkwaychristianacademy@yahoo.com,NA,Randall D. Young,35.58942475,-82.49523277
Pathways Mid. & Hgh. School,3110-1 Randall Parkway,Wilmington,NC,28403,"3110-1 Randall Parkway Wilmington, NC 28403",3110-1 Randall Parkway,Wilmington,NC,28403,(910) 343-3321,teresacarroll7@gmail.com,https://pathwaysofwilmington.com/,Mrs. Teresa W. Carroll,34.22926694,-77.90322908
Peace Montessori School,2190 North Salem Street  Suite 103,Apex,NC,27523,"2190 North Salem Street  Suite 103 Apex, NC 27523",2190 North Salem Street  Suite 103,Apex,NC,27523,(919) 363-2461,peacemontessori@bellsouth.net,www.peacemontessori.com,Mrs. Sharon  Bryant,35.75724148,-78.833904
Peace Rose Montessori School,2173 Wrightsville Ave.,Wilmington,NC,28403,"2173 Wrightsville Ave. Wilmington, NC 28403",2173 Wrightsville Ave,Wilmington,NC,28403,(910) 769-2812,julie@peacerose.org,www.peacerose.org,Ms. Julie  Small,34.22805144,-77.9194818
Penderlea Christian Academy,4875 Cora's Grove Rd,Willard,NC,28478,"4875 Cora's Grove Rd Willard, NC 28478",4875 Cora's Grove Rd,Willard,NC,28478,(910) 259-9899,pcalion@hotmail.com,www.pcalion.com,Pastor Benjamin D. Walker,34.57831682,-77.98768323
Philips Academy,3115 Providence Road,Charlotte,NC,28211,"3115 Providence Road Charlotte, NC 28211",3115 Providence Road,Charlotte,NC,28211,(704) 365-4533,info@philipsacademync.org,www.philipsacademync.org,Ms. Deborah  Hofland,35.16834312,-80.80462139
Phoenix Montessori Academy,12340 Mt. Holly-Huntersville Road,Huntersville,NC,28078,"12340 Mt. Holly-Huntersville Road Huntersville, NC 28078",10624 Metromont PY Suite 302 1-12,Charlotte,NC,28629,(704) 875-2139,info@phoenixmontessori.org,www.phoenixmontessori.org,Mrs. India  French-Adams,35.39133785,-80.85401916
Piedmont Hope Academy,217 Dayspring Way,Mocksville,NC,27028,"217 Dayspring Way Mocksville, NC 27028",NA,NA,NC,NA,(336) 492-2476,piedmonthopeacademy@houseofhopepiedmont.org,NA,Amanda Nicole Benton,35.91240536,-80.65196632
Piedmont School,815 Old Mill Road,High Point,NC,27265,"815 Old Mill Road High Point, NC 27265",815 Old Mill Road,High Point,NC,27265,(336) 883-0992,Jill@tps-jya.com,www.thepiedmontschool.com,Kori  Mackall,36.0254095,-80.01018425
PINE MOUNTAIN ACADEMY,2822 POOVEYS CHAPEL CHURCH ROAD,Hudson,NC,28638,"2822 POOVEYS CHAPEL CHURCH ROAD Hudson, NC 28638",2822 Poovey'sChapelChurchRd.,Hudson,NC,28638,(828) 728-7210,teresa.hartley@pinemtnacademy.com,NA,Nicky FLOYD Waters,35.8556698,-81.46106097
Pine Ridge Mennonite School,576 Rainbow Rapids Rd,Rutherfordton,NC,28139,"576 Rainbow Rapids Rd Rutherfordton, NC 28139",1010 Elliott Rd,Rutherfordton,NC,28167,(828) 305-1617,jayshardiller15@gmail.com,NA,Mr. Jay  Diller,35.43712838,-82.09214794
Pine Valley Wee Care Kindergarten,3788 Shipyard Boulevard,Wilmington,NC,28403,"3788 Shipyard Boulevard Wilmington, NC 28403",3788 Shipyard Boulevard,Wilmington,NC,28403,(910) 791-9824,nicole@pvmc.life,www.pvmcweecare.life,Ms Nicole  Underwood,34.1966036,-77.90242975
Pinewoods Montessori School,109 Millstone Dr.,Hillsborough,NC,27278,"109 Millstone Dr. Hillsborough, NC 27278",109 Millstone Dr.,Hillsborough,NC,27278,(919) 644-2090,office@pinewoodsmontessori.com,www.pinewoodsmontessori.com,Jon  Churn,36.0498299,-79.1019727
Plans to Prosper Academy,1805 Minnie Hall Rd,Autryville,NC,28318,"1805 Minnie Hall Rd Autryville, NC 28318",209 West Main St.,Clinton,NC,28328,(910) 379-0443,planstoprosperas@gmail.com,NA,Ashley Mixon Robinson,35.02359647,-78.63036672
Pleasant Plains Christian Sch.,3316 Pleasant Plains Rd,Matthews,NC,28105,"3316 Pleasant Plains Rd Matthews, NC 28105",3316 Pleasant Plains Rd,Matthews,NC,28105,(704) 847-9237,joycebroome1@icloud.com,NA,Ronald Clay Riddley,35.08435541,-80.70702514
Positive Day School,229 N. Graham Hopedale Rd.,Burlington,NC,27217,"229 N. Graham Hopedale Rd. Burlington, NC 27217",229 N. Graham Hopedale Rd.,Burlington,NC,27217,(336) 222-6066,positivedayschool2020@gmail.com,www.positiveattitudeyc.com,Ms. Eunice  Richmond,36.0979146,-79.40591781
Precious Haven Learning Academy,181 Bostic Road,Raeford,NC,28376,"181 Bostic Road Raeford, NC 28376",181 Bostic Road,Raeford,NC,28376,(910) 868-6092,garcia_josetteqp@yahoo.com,NA,Ms. Josette  Garcia,34.98456401,-79.06998635
Premier Service of Carolina  Incorporated,109 Penny St.,Albemarle,NC,28001,"109 Penny St. Albemarle, NC 28001",109 Penny St.,Albemarle,NC,28001,(704) 985-1178,premier.academy@psocinc.org,NA,Robert  Freeman,35.36505527,-80.19693394
Primrose School of Lake Norman,173 Raceway Drive,Mooresville,NC,28117,"173 Raceway Drive Mooresville, NC 28117",173 Raceway Drive,Mooresville,NC,28117-6509,(704) 658-0460,kwhitesides@primroselakenorman.com,PrimroseLakeNorman.com,Kristin  Whitesides,35.58894497,-80.86960789
Princeton Academy,1290 Halstead Blvd,Elizabeth City,NC,27909,"1290 Halstead Blvd Elizabeth City, NC 27909",NA,NA,NC,NA,(252) 260-1884,princeton@accountant.com,NA,Andrea L Simpson,36.28193791,-76.22592137
Prosperity Guidepost Montessori,4755 Prosperity Church Road,Charlotte,NC,28269,"4755 Prosperity Church Road Charlotte, NC 28269",4755 Prosperity Church Road,Charlotte,NC,28269,(704) 503-6000,lvann@guidepostmontessori.com,NA,Latarsha  Vann,35.36073835,-80.78280799
Providence Day School,5800 Sardis Road,Charlotte,NC,28270,"5800 Sardis Road Charlotte, NC 28270",5800 Sardis Road,Charlotte,NC,28270,(704) 887-6021,claudia.cruz@providenceday.org,www.providenceday.org,Dr. Glyn  Cowlishaw,35.16137214,-80.78096574
Providence Preparatory Academy,702 Eastwood Rd,Wilmington,NC,27403,"702 Eastwood Rd Wilmington, NC 27403",702 Eastwood Rd,Wilmington,NC,28403,(910) 742-0712,info@providencewilmington.com,www.providencewilmington.com,Mr. Jim  Mahon,34.24117616,-77.8565874
Pungo Christian Academy,983 West Main Street,Belhaven,NC,27810,"983 West Main Street Belhaven, NC 27810",983 W Main St,Belhaven,NC,27810,(252) 943-2678,m.sasnett@pungochristianacademy.com,www.pungochristianacademy.com,Mrs. Marcy S. Sasnett,35.55175572,-76.63698043
Quality Education Institute,800 Elmira Avenue,Durham,NC,27707,"800 Elmira Avenue Durham, NC 27707",800 Elmira Avenue,DURHAM,NC,27707,(919) 680-6544,lvines@qeidurhamnc.org,www.qeidurham.org,LASAUNDRA  VINES,35.96293147,-78.90082954
Quest Excellence Achieve. Acad,2508 Treetop Lane,Winston-Salem,NC,27105,"2508 Treetop Lane Winston-Salem, NC 27105",NA,NA,NA,NA,(336) 926-9324,qeaaprep@gmail.com,NA,Isaac F  Pitts Jr,36.10830857,-80.2083069
Rainbow Community School,574 Haywood Road,Asheville,NC,28806,"574 Haywood Road Asheville, NC 28806",574 Haywood Road,Asheville,NC,28806,(828) 258-9264,info@rainbowlearning.org,www.rainbowcommunityschool.org,Ms. Susie  Fahrer,35.57848625,-82.5869409
Rainbow World Christian School,1362 Fountaintown Road,Beulaville,NC,28518,"1362 Fountaintown Road Beulaville, NC 28518",204 Wagon Ford Road,Beulaville,NC,28518,(910) 298-5296,simonandbecky@icloud.com,NA,Simon  Martin,34.857546,-77.68221169
Raleigh Christian Academy,2110 Trawick Road,Raleigh,NC,27604,"2110 Trawick Road Raleigh, NC 27604",2110 Trawick Road,Raleigh,NC,27604-5825,(919) 872-2215,hannahroberts@raleighchristian.com,www.raleighchristian.com,Mr. Timothy  Williams,35.80909945,-78.57723663
Raleigh Day School,8233 Hillside Drive,Raleigh,NC,27612,"8233 Hillside Drive Raleigh, NC 27612",12804 Norwood Road,Raleigh,NC,27613,(919) 238-9201,lchartier@raleighdayschool.org,RaleighDaySchool.org,Dr. Lucy  Chartier,35.87326763,-78.73378118
Raleigh School,1141 Raleigh School Drive,Raleigh,NC,27607,"1141 Raleigh School Drive Raleigh, NC 27607",1141 Raleigh School Drive,Raleigh,NC,27607,(919) 546-0788,ljohnson@raleighschool.org,www.raleighschool.org,Kelly  Banik,35.79655662,-78.72517228
Raleigh SDA School,4805 Dillard Drive,Raleigh,NC,27606,"4805 Dillard Drive Raleigh, NC 27606",4805-B & 4807 Dillard Drive,Raleigh,NC,27606,(919) 233-1300,principal@acaraleigh.com,www.acaraleigh.com,Lizette  Trawick,35.75057229,-78.72285017
Ravenscroft School,7409 Falls of Neuse Road,Raleigh,NC,27615,"7409 Falls of Neuse Road Raleigh, NC 27615",7409 Falls of Neuse Road,Raleigh,NC,27615,(919) 847-0900,chris.kay@ravenscroft.org,www.ravenscroft.org,Derrick C. Willard,35.88139022,-78.62597112
RDC Academy,2405 Snake Road,Lumberton,NC,28358,"2405 Snake Road Lumberton, NC 28358",2405 Snake Road,Lumberton,NC,28358,(910) 745-7468,academy.rdc@gmail.com,https://rdcchurches.org/rdc-academy,David E McCarter,34.63162009,-78.9626502
Redeemer Preparatory Academy,2200 East Broad Street,Statesville,NC,28625,"2200 East Broad Street Statesville, NC 28625",2200 East Broad Street,Statesville,NC,28625,(704) 871-1515,awooten@redeemerprep.com,www.redeemerprep.com,Mrs. Anne W. Wooten,35.79092258,-80.85990355
Redeemer School,1013 Melrose Street,Winston-Salem,NC,27103,"1013 Melrose Street Winston-Salem, NC 27103",1013 Melrose Street,Winston- Salem,NC,27103,(336) 724-9460,lfaile@redeemerschool.org,www.redeemerschool.org,Loryn  Faile,36.07982215,-80.2752396
Reedy Fork Early Learning Academy,4440 Reedy Fork Parkway,Greensboro,NC,27405,"4440 Reedy Fork Parkway Greensboro, NC 27405",4440 Reedy Fork Parkway,Greensboro,NC,27405,(336) 295-3263,Reedyforkearlylearningacademy@gmail.com,NA,Tammy C. Davis,36.17969413,-79.69317317
Reflections of Christ Christian Acad,110 Third Street SE,Hildebran,NC,28637,"110 Third Street SE Hildebran, NC 28637",110 3rd St SE,Hildebran,NC,28637,(828) 397-3075,rocca.rocm@gmail.com,NA,Samantha  Rector,35.71335103,-81.41529564
Renewing Grace School,2151 Skibo Rd,Fayetteville,NC,28314-0237,"2151 Skibo Rd Fayetteville, NC 28314-0237",2151 Skibo Rd,Red Springs,NC,28377,(910) 491-2352,thomasmelody@rocketmail.com,NA,Melody  Thomas,35.04772859,-78.97573354
Resurrection Lutheran School,100 West Lochmere Drive,Cary,NC,27518,"100 West Lochmere Drive Cary, NC 27518",100 West Lochmere Drive,Cary,NC,27518,(919) 851-7271,robinhester@rlscary.org,www.rlscary.org,Mr. Robin  Hester,35.73218459,-78.78131628
Reynolds Mountain Christ. Acad.,20 Reynolds Mountain Blvd.,Asheville,NC,28804,"20 Reynolds Mountain Blvd. Asheville, NC 28804",20 Reynolds Mountain Blvd.,Asheville,NC,28804,(828) 645-8053,shepler@rmcacademy.org,www.rmcacademy.org,Mr. Susie  Hepler,35.64610717,-82.57702318
Rise Academy Street School,415 W. Clemmonsville Road,Winston-Salem,NC,27127,"415 W. Clemmonsville Road Winston-Salem, NC 27127",415 W. Clemmonsville Road,Winston-Salem,NC,27127,(336) 596-3990,pastorjoe@risechurchws.org,riseacademyws.org,Joseph  Maye,36.04727318,-80.24454405
Riverside Christian Academy,3644 US Highway 74 West,Lumberton,NC,28360,"3644 US Highway 74 West Lumberton, NC 28360",3644 US Highway 74 West,Lumberton,NC,28360,(910) 521-8249,jrmcneill@rcanc.org,NA,Rev. Jerry R. McNeill,34.62276293,-79.15884787
Riverside Christian Academy,2010 Middle River Loop,Fayetteville,NC,28312,"2010 Middle River Loop Fayetteville, NC 28312",2010 Middle River Loop,Fayetteville,NC,28312,(910) 323-4026,lwheeler@rcanc.us,www.rcanc.us,Dr. Lin  Wheeler,35.05862865,-78.85305641
Roberdel Baptist School,1118 Richmond Rd,Rockingham,NC,28379-2451,"1118 Richmond Rd Rockingham, NC 28379-2451",1118 Richmond Road,Rockingham,NC,28379,(910) 997-7162,preschool@roberdelbc.org,NA,Randi  Wood,34.96352917,-79.74225476
Robeson Multi-Purpose Juvenile Sch,210 Legend Road,Lumberton,NC,28358,"210 Legend Road Lumberton, NC 28358",210 Legend Road,Lumberton,NC,28358,(919) 414-0549,RobesonPM@MHFC.org,NA,Neachelle  Bellamy,34.58787408,-79.05299532
Rockfish Christian Academy,7604 Rockfish Rd,Raeford,NC,28376,"7604 Rockfish Rd Raeford, NC 28376",7604 Rockfish Rd,Raeford,NC,28376,(910) 848-6000,jklemish@rockfishchristian.com,www.rockfishchristian.com,Mr. Jim  Klemish,34.99255201,-79.06585926
Rocky Mount Academy,1313 Avondale Avenue,Rocky Mount,NC,27803,"1313 Avondale Avenue Rocky Mount, NC 27803",1313 Avondale Avenue,Rocky Mount,NC,27803,(252) 443-4126,ddavis@rmacademy.com,www.rmacademy.com,Beth B. Murphy,35.94741226,-77.84319576
ROSEBUD Christian Academy,3826 A  Starship Lane NW,WILSON,NC,27896,"3826 A  Starship Lane NW WILSON, NC 27896",608 Fairview Ave. SW,WILSON,NC,27893,(252) 360-6769,deatrice_raynor@yahoo.com,NA,Deatrice Rochelle Raynor,35.767056,-77.9525887
Saint Mary's School,900 Hillsborough Street,Raleigh,NC,27603,"900 Hillsborough Street Raleigh, NC 27603",900 Hillsborough Street,Raleigh,NC,27603,(919) 424-4129,tseavy@sms.edu,www.sms.edu,Adam  Holden,35.7815507,-78.65296489
Salem Academy,601 South Church Street,Winston-Salem,NC,27101,"601 South Church Street Winston-Salem, NC 27101",601 South Church Street,Winston-Salem,NC,27101,(336) 721-2643,jessica.rogers@salem.edu,www.salemacademy.com,Kristina  Sorrells,36.08761434,-80.24126072
Salem Baptist Christian School,429 S. Broad Street,Winston Salem,NC,27101,"429 S. Broad Street Winston Salem, NC 27101",429 South Broad Street,Winston Salem,NC,27101,(336) 725-6113,kyndraarchenbronn@salemvikings.org,www.salemvikings.org,Rick  Clinard,36.08835637,-80.24947273
Salem Christian Academy,430 Rockford Rd.,Dobson,NC,27017,"430 Rockford Rd. Dobson, NC 27017",430 Rockford Rd.,Dobson,NC,27017,(336) 374-1525,olivia@salemdobson.com,www.scadobson.com,Mrs. Olivia  Beroth,36.37516752,-80.7046388
Salem Montessori School,2651 Pilgrim Ct,Winston-Salem,NC,27106,"2651 Pilgrim Ct Winston-Salem, NC 27106",2651 Pilgrim Ct,Winston-Salem,NC,27106,(336) 391-8206,p.velde@salem-montessori.org,https://www.salem-montessori.org/,Patrick  Velde,36.12084089,-80.26467783
Salisbury Academy,2210 Jake Alexander Blvd. North & 316 Depot Street,Salisbury,NC,28147,"2210 Jake Alexander Blvd. North & 316 Depot Street Salisbury, NC 28147",NA,NA,NA,NA,(704) 636-3002,frontdesk@salisburyacademy.org,www.salisburyacademy.org,Beverly  Fowler,35.6962202,-80.51082461
Salisbury Adventist School,305 Rudolph Rd.,Salisbury,NC,28146,"305 Rudolph Rd. Salisbury, NC 28146",305 Rudolph Rd.,NA,NA,NA,(704) 633-1282,sasschool@salisburyadventistschool.org,NA,Mr. Steve  Bryant,35.63799545,-80.45321604
Salisbury Christian School,225 Majestic Drive,Salisbury,NC,28146,"225 Majestic Drive Salisbury, NC 28146",225 Majestic Drive,Salisbury,NC,28146,(704) 279-5604,admin@salisburychristianschool.org,salisburychristianschool.org,Jonathan  Kline,35.5955921,-80.40692436
Sandhills Classical Christian Sch.,1487 Rays Bridge Road,Whispering Pines,NC,28327,"1487 Rays Bridge Road Whispering Pines, NC 28327",1487 Rays Bridge Road,Whispering Pines,NC,28327,(910) 695-1874,office@sandhillsccs.org,www.sandhillsccs.org,Dell  Cook,35.25082577,-79.40323785
Sandy Grove Christian Academy,6800 Arabia Rd.,Lumber Bridge,NC,28357,"6800 Arabia Rd. Lumber Bridge, NC 28357",NA,NA,NC,NA,(910) 850-6477,sandygrovechristianacademy@gmail.com,NA,Peggy H Huggins,34.9472886,-79.09438099
Scholars Academy for the Gifted and Artistically Elite,315 South Third Street,Albemarle,NC,28001,"315 South Third Street Albemarle, NC 28001",116 S 2nd St,Albemarle,NC,28001,(704) 796-6902,CBCAcademicDirector@gmail.com,https://scholarsacademyatcaryballet.org/,Dr. Laura  Lowder,35.34696548,-80.1963924
Scholars Academy of Albemarle,315 S 3rd St,Albemarle,NC,28001,"315 S 3rd St Albemarle, NC 28001",3791 NW Cary Parkway,Cary,NC,27513,(704) 877-6265,innovativepedagogyengages@gmail.com,https://scholarsacademy4thegifted.org/downtown-alb,Laura Sawyer Lowder,35.34696548,-80.1963924
School at Thompson,6800 Saint Peter's Lane,Matthews,NC,28105,"6800 Saint Peter's Lane Matthews, NC 28105",6800 Saint Peters Lane,Matthew,NC,28105,(704) 968-6633,creynolds@thompsoncff.org,www.thompsoncff.org,Mr. Clinton  Reynolds,35.16443877,-80.73249688
Scotland Christian Academy,10300 McColl Road,Laurinburg,NC,28352,"10300 McColl Road Laurinburg, NC 28352",10300 McColl Road,Laurinburg,NC,28352,(910) 276-7722,pcline@scasaints.org,www.scasaints.org,Mr. Phillip M. Cline,34.71278418,-79.5167651
Second Baptist Christian Academy,518 Fourth St.,Hamlet,NC,28345,"518 Fourth St. Hamlet, NC 28345",518 Fourth St.,Hamlet,NC,28345,(910) 205-0055,sbdsprincipal@gmail.com,sbcacademy.wixsite.com/sbca,Mrs. Cheryl  Lampley,34.88254437,-79.68689837
Sedgefield School,2830 Dorchester Place,Charlotte,NC,28209,"2830 Dorchester Place Charlotte, NC 28209",2830 Dorchester Place,Charlotte,NC,28209,(980) 355-0900,hawley@keystonemontessorischool.org,www.keystonemontessorischool.org,Ms. Hawley  Hoggard,35.19592123,-80.8604037
Severn Mennonite School,132 New Hope Lane,Margarettesville,NC,27853,"132 New Hope Lane Margarettesville, NC 27853",132 Severn Rd.,Margarettesville,NC,27853,(252) 585-0930,jtec@emypeople.net,NA,Philip  Hackman,36.52102665,-77.20235605
Sheets Memorial Christian School,307 Holt Street,Lexington,NC,27292,"307 Holt Street Lexington, NC 27292",307 Holt Street,Lexington,NC,27292,(336) 249-4224,sheetsm@sheetsmemorial.org,www.sheetsmemorial.org,Mr. Jeremy  Benbrooks,35.81072996,-80.26082705
Sherman Academy,1999 Tiger Eye Court,Winston-Salem,NC,27127,"1999 Tiger Eye Court Winston-Salem, NC 27127",2101 Peters Creek Pkwy,Winston-Salem,NC,27127,(336) 995-3235,jennifer@shermanacademy.org,Shermanacademy.org,Jennifer Melvin Sherman,36.00079549,-80.28942235
Shining Light Academy,4530 W. Wendover Avenue,Greensboro,NC,27409,"4530 W. Wendover Avenue Greensboro, NC 27409",4530 W. Wendover Avenue,Greensboro,NC,27409,(336) 299-9688,info@slanc.org,www.slanc.org,Miss Lyndsey  Blalock,36.05210956,-79.91148846
Shining Light Baptist Academy,2541 Old Charlotte Highway,Monroe,NC,28110,"2541 Old Charlotte Highway Monroe, NC 28110",2541 Old Charlotte Highway,Monroe,NC,28110,(980) 328-0263,jthompson@shininglightsharks.com,www.shininglightsharks.com,Mr. Tim  Cruse,35.00887619,-80.57900763
